dimension,segment_value,n,exposed_rate,aipw_ate_pp,aipw_se_pp,aipw_ci_95_lo_pp,aipw_ci_95_hi_pp,aipw_p_value,naive_lift_pp,control_conv_rate_pct,rel_lift_pct_vs_control,low_confidence,cate_forest_mean_pp,cate_forest_n
ENGAGEMENT_TIER,Regular,904745,0.1005708790874777,3.088090248322618,0.08365363587240403,2.9241291220127064,3.25205137463253,0.0,3.3538932115125535,2.5620764997775742,120.53075888212976,False,3.0443150396985357,113520.0
ENGAGEMENT_TIER,Light,4462471,0.12974291597637272,2.967239445395116,0.03641160531247105,2.895872698982673,3.038606191807559,0.0,3.2372442323643793,3.2868829305134004,90.27517888906506,False,2.9535635654107546,561441.0
HIST_ACTIVE_DAYS_7D_BUCKET,0_days,785869,0.10903598436889608,3.9625911394763964,0.09415332952423565,3.7780506136088943,4.147131665343898,0.0,4.335459337063682,3.473101955065904,114.09371768359746,False,,
HIST_ACTIVE_DAYS_7D_BUCKET,4-7_days,3338667,0.12547073427808164,3.2517195362139937,0.04413300263115416,3.1652188510569315,3.3382202213710555,0.0,3.5489778675491026,3.166148473745463,102.70268634519539,False,,
HIST_ACTIVE_DAYS_7D_BUCKET,1_day,579534,0.11463520690761889,2.6608429972776197,0.09714271970900784,2.470443266647964,2.851242727907275,0.0,3.0051374202503727,3.1407194323122827,84.72081173193605,False,,
HIST_ACTIVE_DAYS_7D_BUCKET,2-3_days,1260007,0.13011515015392772,2.62633284026569,0.06558344091714341,2.497789296068089,2.754876384463291,0.0,2.9628902088538798,3.2257328743564453,81.41817511128104,False,,
HIST_IMPRESSIONS_7D_QUARTILE,Q4_highest,1491019,0.11740360116135341,3.7803119960174763,0.06998748252219002,3.643136530273984,3.9174874617609685,0.0,4.126014475150684,3.134726680284019,120.59462854589175,False,,
HIST_IMPRESSIONS_7D_QUARTILE,Q1_lowest,1491020,0.11087912972327668,3.2825374160747205,0.06501151099699295,3.1551148545206145,3.4099599776288265,0.0,3.6001040576500887,3.2894394420444493,99.79017622633481,False,,
HIST_IMPRESSIONS_7D_QUARTILE,Q3,1491019,0.13569645993780094,2.9289670363479656,0.06256054186907511,2.8063483742845783,3.051585698411353,0.0,3.2607683894458153,3.2317239249379024,90.63172178001702,False,,
HIST_IMPRESSIONS_7D_QUARTILE,Q2,1491019,0.12895476181054702,2.6315838644422795,0.060721633109743336,2.5125694635471825,2.750598265337376,0.0,2.9315626017716494,3.212793889485619,81.90951411650022,False,,
STV_YEAR_BUCKET,2020-2021,1968102,0.11192001227578652,3.3839588243601746,0.05689652582678853,3.2724416337396693,3.49547601498068,0.0,3.7297892803367363,3.1068203351351844,108.9203255846763,False,,
STV_YEAR_BUCKET,2022-2023,641525,0.10100463738747516,3.1741496854924502,0.10578060308333728,2.9668197034491093,3.3814796675357908,0.0,3.460096539712697,3.299475662704082,96.20163959297335,False,,
STV_YEAR_BUCKET,2016-2019,1188817,0.15876118864383668,2.7867745481096975,0.06535191133332166,2.6586848018963867,2.914864294323008,0.0,3.319757803455497,3.2634421880671427,85.393715822502,False,,
STV_YEAR_BUCKET,2024-2026,1216786,0.13855188997901027,2.6637054615482434,0.06575895848156467,2.5348179029243765,2.79259302017211,0.0,2.762376831094182,3.2184758986374713,82.76294573701523,False,,
DEVICE_LANGUAGE_GROUPED,ko,1101,0.07447774750227067,5.905723216596515,3.5997183828747836,-1.1497248138380614,12.96117124703109,0.1008790186981352,2.620933962038345,2.2571148184494603,261.6492155526891,True,,
DEVICE_LANGUAGE_GROUPED,UNKNOWN,948847,0.09757210593488728,3.763869216880132,0.0918849831242109,3.5837746499566787,3.9439637838035857,0.0,4.340408803210023,3.331791756300028,112.9683213172941,False,,
DEVICE_LANGUAGE_GROUPED,en,4844622,0.12985925424109457,3.1034821794900824,0.035133197311201826,3.0346211127601266,3.172343246220038,0.0,3.3394241977501813,3.273156252053432,94.81619392728642,False,,
DEVICE_LANGUAGE_GROUPED,OTHER,995,0.07939698492462312,2.8633180711744814,2.6044216445954316,-2.241348352232565,7.967984494581527,0.2715907991229498,3.316566248410812,1.7467248908296942,163.92495957473906,True,,
DEVICE_LANGUAGE_GROUPED,pt,987,0.07497467071935157,2.359538727168504,1.860882799927422,-1.2877915606892432,6.006869015026252,0.20480959236996021,2.4836446523193514,0.21905805038335158,1077.1294289524221,True,,
DEVICE_LANGUAGE_GROUPED,es,167525,0.07783315922996567,1.2148566959582,0.14452313102465367,0.9315913591498786,1.498122032766521,0.0,1.48746562448571,1.0894191059384022,111.51417203315418,False,,
DMA_CODE_TOP10,511.0,117595,0.11509843105574216,3.8152558590718115,0.23330575685360372,3.3579765756387485,4.272535142504875,0.0,4.181025041604184,3.170286373246204,120.34420269627546,False,,
DMA_CODE_TOP10,807.0,108377,0.13105179143176135,3.7499452996731497,0.22790549607050245,3.3032505273749653,4.196640071971334,0.0,4.0295964365299515,3.0252511308853824,123.95484333149147,False,,
DMA_CODE_TOP10,501.0,382684,0.13155762979377242,3.4760564196067545,0.13045927754098952,3.220356235626415,3.731756603587094,0.0,3.9595883454698324,3.5505914141885246,97.90077240980416,False,,
DMA_CODE_TOP10,504.0,117729,0.1230537930331524,3.4124985266289127,0.23866036472266883,2.9447242117724817,3.880272841485344,0.0,3.716712906442466,3.441428875845102,99.1593506575351,False,,
DMA_CODE_TOP10,618.0,135028,0.11764967266048523,3.403240599576094,0.21232685372138127,2.9870799662821867,3.819401232870001,0.0,3.7277369779597045,2.925920330362089,116.31350875349827,False,,
DMA_CODE_TOP10,602.0,141486,0.11868312059143661,3.203890761515419,0.2126079659044951,2.787179148342609,3.6206023746882297,0.0,3.486353650429915,3.5943990889697983,89.13564360026855,False,,
DMA_CODE_TOP10,803.0,332298,0.14567948046632842,3.1700235276637176,0.13053364990425806,2.914177573851372,3.4258694814760635,0.0,3.5110393215773463,3.1385506307042546,101.00278442703984,False,,
DMA_CODE_TOP10,524.0,121196,0.12735568830654478,3.0567176340602877,0.22617420401555194,2.613416194189806,3.500019073930769,0.0,3.3292955576255485,3.058783483514717,99.93246172978364,False,,
DMA_CODE_TOP10,528.0,119907,0.11297088576980494,2.797651791442012,0.20955783420371737,2.386918436402726,3.2083851464812985,0.0,3.22516970703918,2.4886941642143268,112.41444737044345,False,,
DMA_CODE_TOP10,623.0,167209,0.12379716402825207,2.5521343414469033,0.17962409911442162,2.200071107182637,2.9041975757111698,0.0,2.8728051957567162,3.0885474612481145,82.63218789636339,False,,
DOMINANT_PRIOR_CAMPAIGN_TYPE,None,1209265,0.11093598177405284,3.6037182399068115,0.07552042594745828,3.455698205049793,3.7517382747638295,0.0,3.994203645138481,3.258817204501104,110.5836263209034,False,,
DOMINANT_PRIOR_CAMPAIGN_TYPE,Web,2292771,0.12252815479609608,3.5039993264232794,0.0535955355303738,3.398952076783747,3.609046576062812,0.0,3.6638221232955117,3.127929529257268,112.02296259069844,False,,
DOMINANT_PRIOR_CAMPAIGN_TYPE,TV,1011432,0.16727471545294198,3.4232602222183863,0.07121313102323304,3.2836824854128497,3.5628379590239225,0.0,3.5768166148009395,3.3457010727282444,102.31817331567211,False,,
DOMINANT_PRIOR_CAMPAIGN_TYPE,Mobile,1450609,0.10389222733348545,2.045775038999863,0.06375840977866161,1.9208085558336858,2.1707415221660398,0.0,2.420802702888429,3.2378594694061555,63.1829472010739,False,,
