covariate,smd_raw,smd_matched,smd_iptw,abs_smd_raw,abs_smd_matched,abs_smd_iptw
DMA_CODE,0.1790823580571266,0.009132870184475459,0.012974489209036086,0.1790823580571266,0.009132870184475459,0.012974489209036086
STV_YEAR,-0.163495218118544,0.00882694125538723,-0.041279482640307286,0.163495218118544,0.00882694125538723,0.041279482640307286
DAYS_SINCE_LAST_ACTIVE,-0.1546618647605757,-0.004012623328094277,-0.022102830990965668,0.1546618647605757,0.004012623328094277,0.022102830990965668
RATIO_TIME_VIDEOS,0.13493970379041711,0.00966715402503685,0.028281283568391987,0.13493970379041711,0.00966715402503685,0.028281283568391987
G_USER_VCR,0.13194007701302948,0.013838859044411445,0.009350565000455575,0.13194007701302948,0.013838859044411445,0.009350565000455575
G_USER_HI2A,-0.1235304575662611,-0.014479484033310876,-0.02002455088561829,0.1235304575662611,0.014479484033310876,0.02002455088561829
RATIO_TIME_INFORMATION,-0.12165895075116188,-0.0032028467620273233,-0.04557368884073745,0.12165895075116188,0.0032028467620273233,0.04557368884073745
TOTAL_TV_USAGE_TIME_7D,0.11761525851268935,0.010998925462470454,-0.01373578860807701,0.11761525851268935,0.010998925462470454,0.01373578860807701
SLEEPING_APP_COUNT,0.11147639434442694,-0.01612525005889302,0.024650030955201126,0.11147639434442694,0.01612525005889302,0.024650030955201126
AVG_SESSION_TIME,-0.11025390702467885,0.0015965106830197404,0.002335410299446023,0.11025390702467885,0.0015965106830197404,0.002335410299446023
AT_RISK_APP_COUNT,0.10810222343151775,-0.015542685835866493,0.028703243194543537,0.10810222343151775,0.015542685835866493,0.028703243194543537
HIST_MOBILE_CAMPAIGN_IMP_7D,0.10241221759471186,-0.004623390037153051,0.02014403267980534,0.10241221759471186,0.004623390037153051,0.02014403267980534
ACR_APP_SPORTS,0.08669194417206685,0.0019044775080162067,0.01645667534312194,0.08669194417206685,0.0019044775080162067,0.01645667534312194
AD_CATEGORY_COUNT,0.08453903833282343,-0.004920624346061225,-0.0377325617910965,0.08453903833282343,0.004920624346061225,0.0377325617910965
G_USER_MEDIA_PRICE,-0.08362601043735737,0.005224487636189506,-0.0016391000824363532,0.08362601043735737,0.005224487636189506,0.0016391000824363532
HIST_CLICK_EVENTS_7D,0.08270858305065175,-0.006929520950678584,0.0015997681294481526,0.08270858305065175,0.006929520950678584,0.0015997681294481526
RATIO_TIME_LIFESTYLE,-0.07509489093325623,-0.008418840038646716,-0.005228624044050143,0.07509489093325623,0.008418840038646716,0.005228624044050143
ACR_APP_VIDEOS,0.07459986074749651,-0.035555037168793414,-0.010071373560779022,0.07459986074749651,0.035555037168793414,0.010071373560779022
DORMANT_APP_COUNT,0.07415524107727021,-0.013953630711502263,0.01850307634586687,0.07415524107727021,0.013953630711502263,0.01850307634586687
CHAMPION_APP_COUNT,0.0705202292034231,0.0009216112403716279,0.01566493872058905,0.0705202292034231,0.0009216112403716279,0.01566493872058905
TOTAL_AD_TIME_7D,-0.06361940526653928,-0.021421862904334697,-0.05371645798461417,0.06361940526653928,0.021421862904334697,0.05371645798461417
TOTAL_PROG_TIME_7D,-0.06097433212424523,-0.013738455325594015,-0.04895149874550118,0.06097433212424523,0.013738455325594015,0.04895149874550118
ACR_APP_INFORMATION,0.060877912594705035,-0.010524655742031333,0.01094898553162185,0.060877912594705035,0.010524655742031333,0.01094898553162185
TOTAL_HDMI_TIME_7D,-0.054908210485670586,0.0024859897912057954,-0.04215068956736129,0.054908210485670586,0.0024859897912057954,0.04215068956736129
ACR_APP_LIFESTYLE,0.04540247627801334,0.006920114222673593,0.03078410133074376,0.04540247627801334,0.006920114222673593,0.03078410133074376
RATIO_TIME_SPANISH,0.03982996753012525,-0.0043192791315412584,0.007806466173630148,0.03982996753012525,0.0043192791315412584,0.007806466173630148
HIST_WEB_CAMPAIGN_IMP_7D,0.035761358987767236,-0.01833877525367069,-0.009797819562081629,0.035761358987767236,0.01833877525367069,0.009797819562081629
RATIO_TIME_ENGLISH,-0.035440445914266705,0.004629323442126755,-0.003278713000948397,0.035440445914266705,0.004629323442126755,0.003278713000948397
G_USER_DISCREPANCY_PERCENT,-0.027861148296055974,0.010981719547833804,-0.013619250156769229,0.027861148296055974,0.010981719547833804,0.013619250156769229
HIST_CLICK_RATE,0.026536641993461663,-0.0012205060414572965,0.004165282305135417,0.026536641993461663,0.0012205060414572965,0.004165282305135417
G_USER_VIDEO_START_SUM,-0.01988190082763734,-0.05742055671378754,-0.044228147407491564,0.01988190082763734,0.05742055671378754,0.044228147407491564
ACR_APP_EDUCATION,0.01147183817411017,0.0007043517931745032,0.005966648473978805,0.01147183817411017,0.0007043517931745032,0.005966648473978805
RATIO_TIME_GAME,0.01131593113848196,-0.007415086283295101,0.005100347626176068,0.01131593113848196,0.007415086283295101,0.005100347626176068
HIST_TRACKER_EVENTS_7D,-0.010917274602552743,-0.03179576458882847,-0.08706485635501325,0.010917274602552743,0.03179576458882847,0.08706485635501325
RATIO_TIME_SPORTS,0.005800648982230469,0.000606206330273907,-0.004635023213726497,0.005800648982230469,0.000606206330273907,0.004635023213726497
TOTAL_VOD_TIME_7D,-0.002251816312609755,0.008686132655520953,-0.0029073042794263357,0.002251816312609755,0.008686132655520953,0.0029073042794263357
AD_COUNT,0.0015936150231294713,-0.020428779759593535,-0.05647070493918896,0.0015936150231294713,0.020428779759593535,0.05647070493918896
RATIO_TIME_EDUCATION,0.00019738743955862345,-0.003347033300828607,-0.0011738311330846444,0.00019738743955862345,0.003347033300828607,0.0011738311330846444
